Image File,Inference Result,Top 10 Words,Top 10 Probabilities
img1.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.0997069925069809, 0.04189005494117737, 0.039660703390836716, 0.03919864445924759, 0.03029036335647106, 0.027152106165885925, 0.026626935228705406, 0.02250988595187664, 0.022334711626172066, 0.014196806587278843"
img102.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.1063079684972763, 0.0432891845703125, 0.03880417346954346, 0.036739055067300797, 0.03010289929807186, 0.028724387288093567, 0.027516279369592667, 0.023906558752059937, 0.020933279767632484, 0.01433112844824791"
img103.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.10010185092687607, 0.04655168578028679, 0.044074248522520065, 0.03625448793172836, 0.031869739294052124, 0.028015296906232834, 0.027906076982617378, 0.023776274174451828, 0.023044755682349205, 0.013337281532585621"
img104.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.09984706342220306, 0.04679737985134125, 0.04018458351492882, 0.03834439814090729, 0.032163336873054504, 0.029746221378445625, 0.02514687180519104, 0.023995311930775642, 0.020048832520842552, 0.013148345984518528"
img105.png,1.5;,", ;, [, <0x0A>, (, The, 5, A, ., E","0.10675181448459625, 0.04213248938322067, 0.03703683242201805, 0.0354791097342968, 0.03058490715920925, 0.03034689463675022, 0.027309250086545944, 0.022463973611593246, 0.020694782957434654, 0.016117112711071968"
img106.png,1.5;,", ;, <0x0A>, (, [, 5, ., The, A, E","0.08870109170675278, 0.056824054569005966, 0.04391022399067879, 0.03712083771824837, 0.030894700437784195, 0.03029714524745941, 0.027158185839653015, 0.02531421184539795, 0.019869351759552956, 0.013235841877758503"
img107.png,1.5;,", ;, [, <0x0A>, (, 5, The, ., A, E","0.10945183038711548, 0.04456938058137894, 0.04387839883565903, 0.03511982411146164, 0.030393674969673157, 0.029343711212277412, 0.025001157075166702, 0.02376326359808445, 0.021891742944717407, 0.01359289139509201"
img108.png,1.5;,", ;, [, <0x0A>, (, The, 5, A, ., E","0.10406703501939774, 0.04727458208799362, 0.03965399041771889, 0.03919200599193573, 0.03076215647161007, 0.027041669934988022, 0.025602538138628006, 0.02277136966586113, 0.022330932319164276, 0.013650624081492424"
img109.png,1.5;,", <0x0A>, ;, [, The, (, A, ., 5, E","0.11242949962615967, 0.05436735600233078, 0.045072123408317566, 0.03442326560616493, 0.03323409706354141, 0.032975465059280396, 0.024988610297441483, 0.02469748444855213, 0.023658739402890205, 0.01469004712998867"
img110.png,1.5;,", <0x0A>, [, ;, (, 5, The, A, ., E","0.09848600625991821, 0.043362800031900406, 0.04041857644915581, 0.04010403901338577, 0.03086918033659458, 0.027670951560139656, 0.026507150381803513, 0.02223423682153225, 0.020968880504369736, 0.014243786223232746"
img111.png,1.5;,", ;, <0x0A>, (, [, 5, The, ., A, E","0.0984070748090744, 0.047586556524038315, 0.04054424911737442, 0.03620194271206856, 0.0313301682472229, 0.027648773044347763, 0.026902996003627777, 0.02355705015361309, 0.020070858299732208, 0.013474936597049236"
img112.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., E","0.10803045332431793, 0.04100373759865761, 0.036612216383218765, 0.034663744270801544, 0.028849728405475616, 0.02862522192299366, 0.024967361241579056, 0.024676484987139702, 0.021272456273436546, 0.014281651936471462"
img113.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.08954126387834549, 0.04502417519688606, 0.04398119077086449, 0.04180353134870529, 0.03205187991261482, 0.02873111702501774, 0.026468345895409584, 0.0242887195199728, 0.020293984562158585, 0.013518708758056164"
img114.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., E","0.10777249187231064, 0.043544020503759384, 0.039185378700494766, 0.03417809680104256, 0.029694443568587303, 0.029694443568587303, 0.027142919600009918, 0.024425983428955078, 0.021471815183758736, 0.013971976935863495"
img115.png,1.5;,", <0x0A>, ;, [, The, 5, A, (, ., E","0.11794302612543106, 0.045117225497961044, 0.03611137717962265, 0.03249672055244446, 0.03199290484189987, 0.02834414504468441, 0.02812356688082218, 0.027046171948313713, 0.021228782832622528, 0.014878083020448685"
img116.png,1.5;,", [, <0x0A>, ;, (, 5, The, A, ., E","0.11147987097501755, 0.04037533327937126, 0.03944003954529762, 0.036192215979099274, 0.028630400076508522, 0.028630400076508522, 0.028407596051692963, 0.023367449641227722, 0.021695945411920547, 0.013844755478203297"
img117.png,1.5;,", ;, <0x0A>, [, 5, (, The, A, ., E","0.11548524349927902, 0.04150049388408661, 0.040857087820768356, 0.038682710379362106, 0.03494691848754883, 0.028080636635422707, 0.027216685935854912, 0.023554077371954918, 0.019757196307182312, 0.0131611293181777"
img118.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.1028679683804512, 0.04600540176033974, 0.03919709473848343, 0.037991125136613846, 0.02981957606971264, 0.028122536838054657, 0.02641868032515049, 0.022863462567329407, 0.021478233858942986, 0.012825239449739456"
img119.png,1.5;,", <0x0A>, ;, [, The, (, A, 5, ., E","0.12356940656900406, 0.03652704507112503, 0.033650293946266174, 0.031984150409698486, 0.031611524522304535, 0.029696280136704445, 0.0277883131057024, 0.020975718274712563, 0.020893942564725876, 0.014472810551524162"
img120.png,1.5;,", ;, [, <0x0A>, (, The, 5, ., A, E","0.1090768352150917, 0.053576741367578506, 0.03696684166789055, 0.03365869075059891, 0.029129166156053543, 0.027364321053028107, 0.025110913440585136, 0.023497553542256355, 0.023314693942666054, 0.013599339872598648"
img121.png,1.5;,", ;, [, <0x0A>, The, (, A, 5, ., E","0.1125691756606102, 0.04045258089900017, 0.035979270935058594, 0.035283368080854416, 0.02971157617866993, 0.02971157617866993, 0.025612976402044296, 0.025019655004143715, 0.021151121705770493, 0.014423810876905918"
img122.png,1.5;,", <0x0A>, ;, [, (, The, 5, A, ., E","0.11277885735034943, 0.03897533193230629, 0.03777618706226349, 0.03675723820924759, 0.029420124366879463, 0.028403794392943382, 0.0262692142277956, 0.022381650283932686, 0.022034652531147003, 0.014338222332298756"
img123.png,1.5;,", ;, [, <0x0A>, 5, (, The, A, ., E","0.12428900599479675, 0.04397173598408699, 0.041958123445510864, 0.04130762070417404, 0.029869215562939644, 0.028279602527618408, 0.027732625603675842, 0.023081138730049133, 0.019436268135905266, 0.014443807303905487"
img124.png,1.5;,", ;, [, (, <0x0A>, 5, The, ., A, ,","0.10638891160488129, 0.05104595422744751, 0.036480896174907684, 0.03144850209355354, 0.030960936099290848, 0.029085109010338783, 0.027322931215167046, 0.023279430344700813, 0.02178374119102955, 0.015875190496444702"
img125.png,1.5;,", 5, ;, [, <0x0A>, The, (, A, ., E","0.1493978649377823, 0.04280320554971695, 0.0380699560046196, 0.03218359127640724, 0.031071795150637627, 0.028401918709278107, 0.027852576225996017, 0.020942261442542076, 0.020297937095165253, 0.012263323180377483"
img126.png,1.5;,", ;, <0x0A>, [, The, (, A, ., 5, E","0.12142124027013779, 0.04196206107735634, 0.040040478110313416, 0.03547389432787895, 0.029872015118598938, 0.029639549553394318, 0.024096783250570297, 0.021099846810102463, 0.020212417468428612, 0.014000731520354748"
img127.png,1.5;,", ;, <0x0A>, 5, [, (, The, ., A, E","0.11273032426834106, 0.04380228742957115, 0.040828216820955276, 0.03384777903556824, 0.03384777903556824, 0.0328063927590847, 0.026775799691677094, 0.022992191836237907, 0.021016566082835197, 0.012697494588792324"
img128.png,1.5;,", <0x0A>, ;, [, The, 5, (, A, ., E","0.11776518076658249, 0.04069856181740761, 0.03467560559511185, 0.03308768942952156, 0.030244600027799606, 0.029085947200655937, 0.02808116190135479, 0.02648305892944336, 0.019224638119339943, 0.013955589383840561"
img129.png,1.5;,", <0x0A>, [, ;, (, The, A, ., 5, E","0.10695451498031616, 0.041558049619197845, 0.03904017060995102, 0.035825274884700775, 0.02935417741537094, 0.029125742614269257, 0.023864779621362686, 0.022244419902563095, 0.020815230906009674, 0.01413941290229559"
img130.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., ,","0.10746759176254272, 0.04208490997552872, 0.04111001640558243, 0.03502617031335831, 0.030076730996370316, 0.027385175228118896, 0.025625696405768394, 0.024740444496273994, 0.02107912115752697, 0.014041722752153873"
img131.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.09322308748960495, 0.05108203738927841, 0.042018938809633255, 0.03594070300459862, 0.03259680047631264, 0.029564015567302704, 0.028542714193463326, 0.024318696931004524, 0.021294163540005684, 0.013118951581418514"
img132.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.10318437218666077, 0.04136582091450691, 0.04040757939219475, 0.04025004804134369, 0.030620621517300606, 0.028541553765535355, 0.026089094579219818, 0.023113656789064407, 0.022666597738862038, 0.013482077978551388"
img133.png,1.51,", ;, [, <0x0A>, (, 5, The, A, ., E","0.1152544915676117, 0.038155652582645416, 0.035704173147678375, 0.035704173147678375, 0.029715651646256447, 0.029484404250979424, 0.029027290642261505, 0.02406446821987629, 0.021154023706912994, 0.013819060288369656"
img134.png,1.5;,", <0x0A>, ;, [, 5, (, The, A, ., E","0.09997855871915817, 0.03564845398068428, 0.033488623797893524, 0.03296943008899689, 0.03284089267253876, 0.03013649955391884, 0.029553605243563652, 0.022659534588456154, 0.020311877131462097, 0.014802549965679646"
img135.png,1.5;,", ;, [, (, <0x0A>, The, 5, A, ., E","0.11954038590192795, 0.04035506024956703, 0.03835694119334221, 0.032553113996982574, 0.03179902210831642, 0.029639946296811104, 0.025253551080822945, 0.025155095383524895, 0.0202126894146204, 0.013837804086506367"
img136.png,1.5;,", <0x0A>, ;, [, The, (, A, 5, ., E","0.11544571816921234, 0.04416191950440407, 0.041486289352178574, 0.04084309935569763, 0.028401916846632957, 0.0271013006567955, 0.024676015600562096, 0.021776506677269936, 0.020457131788134575, 0.0147347217425704"
img137.png,1.5;,", ;, <0x0A>, [, (, 5, The, A, ., E","0.0971788540482521, 0.04626407474279404, 0.04414548724889755, 0.03674113005399704, 0.030698362737894058, 0.027091212570667267, 0.02564944699406624, 0.02134736254811287, 0.020690571516752243, 0.01501974556595087"
img138.png,1.5;,", <0x0A>, [, The, ;, (, A, 5, ., E","0.12131184339523315, 0.038172461092472076, 0.0353037565946579, 0.03127739578485489, 0.0307924821972847, 0.028036877512931824, 0.026441294699907303, 0.023425685241818428, 0.018970699980854988, 0.014432148076593876"
img139.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.10762558877468109, 0.03837508708238602, 0.03748612478375435, 0.03231506049633026, 0.03107709437608719, 0.030715031549334526, 0.024584004655480385, 0.02238398976624012, 0.021275680512189865, 0.015027899295091629"
img140.png,1.5;,", [, <0x0A>, ;, 5, (, The, ., A, E","0.09441639482975006, 0.04239089414477348, 0.04206100106239319, 0.04124746844172478, 0.033929243683815, 0.03113522380590439, 0.02571137435734272, 0.02304752729833126, 0.02049889601767063, 0.013338884338736534"
img141.png,1.5;,", <0x0A>, ;, [, (, 5, The, ., A, E","0.10560612380504608, 0.042336683720350266, 0.042007215321063995, 0.03388585150241852, 0.03297184035181999, 0.02967144176363945, 0.02733461745083332, 0.024311911314725876, 0.020958177745342255, 0.013744709081947803"
img142.png,1.5;,", <0x0A>, [, ;, (, The, 5, ., A, E","0.10000625997781754, 0.043349504470825195, 0.040248654782772064, 0.0396246537566185, 0.029446542263031006, 0.027233600616455078, 0.02508876845240593, 0.022140759974718094, 0.021712519228458405, 0.01423941645771265"
img143.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.09972760826349258, 0.04124913364648819, 0.04124913364648819, 0.03393061086535454, 0.0319996103644371, 0.028461044654250145, 0.027910558506846428, 0.023320145905017853, 0.021652022376656532, 0.01387080643326044"
img144.png,1.5;,", <0x0A>, ;, [, 5, (, The, A, ., E","0.09422346204519272, 0.04132429137825966, 0.0400528758764267, 0.037187837064266205, 0.0334654338657856, 0.02918906696140766, 0.027420589700341225, 0.022821441292762756, 0.022643843665719032, 0.01411491073668003"
img145.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.110115647315979, 0.04278632998466492, 0.0388055145740509, 0.03574931621551514, 0.03057800978422165, 0.029177743941545486, 0.026154758408665657, 0.02202451415359974, 0.02202451415359974, 0.014220095239579678"
img146.png,1.5;,", ;, [, (, <0x0A>, 5, The, ., A, E","0.1011316105723381, 0.047771189361810684, 0.03677079826593399, 0.03467816114425659, 0.032197583466768265, 0.028637126088142395, 0.02567015029489994, 0.023741010576486588, 0.0204660315066576, 0.013421950861811638"
img147.png,1.5;,", ;, <0x0A>, (, [, 5, The, A, ., E","0.11089124530553818, 0.045155517756938934, 0.034486956894397736, 0.03252429887652397, 0.0318952240049839, 0.029498258605599403, 0.028479227796196938, 0.024359574541449547, 0.021329956129193306, 0.014376303181052208"
img148.png,1.5;,", ;, <0x0A>, (, 5, [, The, ., A, E","0.10284745693206787, 0.04745630547404289, 0.040750399231910706, 0.030640091747045517, 0.030165061354637146, 0.03004745952785015, 0.026413412764668465, 0.024238308891654015, 0.020410703495144844, 0.013024608604609966"
img149.png,1.5;,", <0x0A>, ;, [, The, (, A, 5, ., E","0.10181072354316711, 0.04211074486374855, 0.03745407611131668, 0.03357361629605293, 0.03153948858380318, 0.029513098299503326, 0.0256414245814085, 0.023529892787337303, 0.020684102550148964, 0.01432745810598135"
img150.png,1.5;,", ;, [, <0x0A>, The, (, 5, A, ., E","0.11113318800926208, 0.04669055715203285, 0.04120426997542381, 0.03810771927237511, 0.02788020484149456, 0.025987207889556885, 0.02470049262046814, 0.02422274276614189, 0.021628474816679955, 0.014073914848268032"
img151.png,1.5;,", <0x0A>, [, ;, The, (, A, 5, ., E","0.10707369446754456, 0.04160435497760773, 0.0364299900829792, 0.0351715013384819, 0.031038740649819374, 0.02728480100631714, 0.025732019916176796, 0.023246942088007927, 0.02175334095954895, 0.014378080144524574"
img152.png,1.5;,", ;, [, <0x0A>, (, The, 5, ., A, E","0.10071027278900146, 0.04231156036257744, 0.04037397354841232, 0.03466884791851044, 0.030835112556815147, 0.027966231107711792, 0.024873681366443634, 0.0241083987057209, 0.022825373336672783, 0.014172595925629139"
img153.png,1.5;,", <0x0A>, ;, [, The, (, A, 5, ., E","0.10642081499099731, 0.036349572241306305, 0.034685004502534866, 0.03207838535308838, 0.02978377230465412, 0.02978377230465412, 0.026698000729084015, 0.026386959478259087, 0.02095549926161766, 0.014515452086925507"
img154.png,1.5;,", ;, <0x0A>, [, (, The, 5, ., A, E","0.0958765521645546, 0.053363338112831116, 0.038586609065532684, 0.03784027695655823, 0.03198942169547081, 0.02683277241885662, 0.025108782574534416, 0.023958969861268997, 0.023131297901272774, 0.013179815374314785"
img155.png,1.5;,", [, The, <0x0A>, ;, A, (, 5, ., E","0.12729015946388245, 0.038821302354335785, 0.03399306535720825, 0.03359704092144966, 0.03156149387359619, 0.0303523950278759, 0.02401072159409523, 0.02391711063683033, 0.01496694516390562, 0.014677458442747593"
img156.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.09908822178840637, 0.04867049679160118, 0.04130611568689346, 0.03731696680188179, 0.03267582878470421, 0.026878399774432182, 0.02656525745987892, 0.023812945932149887, 0.021014848724007607, 0.013515309430658817"
img157.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., E","0.10887432098388672, 0.038368064910173416, 0.037625961005687714, 0.03385969623923302, 0.02999802865087986, 0.02930312603712082, 0.027743643149733543, 0.024198435246944427, 0.019750189036130905, 0.013415948487818241"
img158.png,1.5;,", ;, [, <0x0A>, (, 5, The, A, ., E","0.10587237775325775, 0.04661497473716736, 0.0397164560854435, 0.037897709757089615, 0.03117380477488041, 0.028718652203679085, 0.027190275490283966, 0.02262975461781025, 0.020524295046925545, 0.014216764830052853"
img159.png,1.5;,", ;, <0x0A>, [, (, 5, The, ., A, E","0.08943603932857513, 0.04676271602511406, 0.04224659502506256, 0.037574898451566696, 0.03328951448202133, 0.02792329341173172, 0.0255239550024271, 0.02397753670811653, 0.02011239342391491, 0.013931447640061378"
img160.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.09939596056938171, 0.043422881513834, 0.039691727608442307, 0.03571868687868118, 0.03264952450990677, 0.028588877990841866, 0.026030467823147774, 0.02270418033003807, 0.02217823639512062, 0.013824678026139736"
img161.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.11306142807006836, 0.03846721351146698, 0.036849331110715866, 0.035299502313137054, 0.029958298429846764, 0.0291502233594656, 0.024739474058151245, 0.02235024981200695, 0.020832723006606102, 0.014096125960350037"
img162.png,1.5;,", [, ;, <0x0A>, (, The, A, 5, ., E","0.11162685602903366, 0.04337352514266968, 0.04171191155910492, 0.03540043532848358, 0.028223687782883644, 0.028113655745983124, 0.026617472991347313, 0.02423548698425293, 0.0186547189950943, 0.015166179277002811"
img163.png,1.5;,", <0x0A>, ;, [, The, (, 5, A, ., E","0.1130606010556221, 0.04676389694213867, 0.04462242126464844, 0.03529924154281616, 0.02949362061917782, 0.0277066919952631, 0.02695935033261776, 0.025325965136289597, 0.02042963355779648, 0.013931798748672009"
img164.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.10625945031642914, 0.04064786061644554, 0.03893826901912689, 0.034095484763383865, 0.03068261779844761, 0.030089160427451134, 0.024462314322590828, 0.0226239413022995, 0.021419918164610863, 0.014157702215015888"
img165.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.10224995762109756, 0.04608767107129097, 0.041636738926172256, 0.03973005712032318, 0.030225029215216637, 0.027627913281321526, 0.025752048939466476, 0.02254924736917019, 0.02237376943230629, 0.013256018050014973"
img166.png,1.5;,", ;, [, 5, <0x0A>, (, The, ., A, 1","0.10483826696872711, 0.042690712958574295, 0.037381239235401154, 0.03594918176531792, 0.03390331193804741, 0.030869314447045326, 0.02888597920536995, 0.02240872010588646, 0.021804282441735268, 0.013913890346884727"
img167.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.09705951809883118, 0.04693491756916046, 0.038607608526945114, 0.03380595147609711, 0.030185315757989883, 0.027270160615444183, 0.025418583303689957, 0.02454048953950405, 0.024160025641322136, 0.014942815527319908"
img168.png,1.5;,", ;, <0x0A>, [, (, The, A, ., 5, E","0.10347671061754227, 0.045205630362033844, 0.04246675595641136, 0.04083988443017006, 0.02999603934586048, 0.027418602257966995, 0.02419682964682579, 0.023821692913770676, 0.022204259410500526, 0.014224582351744175"
img169.png,1.5;,", ;, [, <0x0A>, (, The, 5, ., A, ,","0.10224420577287674, 0.05101152881979942, 0.03345417603850365, 0.033064424991607666, 0.03179774433374405, 0.027952009811997414, 0.024861032143235207, 0.022460071370005608, 0.02151542901992798, 0.01688765548169613"
img170.png,1.5;,", ;, <0x0A>, [, The, (, A, 5, ., E","0.11194396764039993, 0.03749653324484825, 0.03591947630047798, 0.035362593829631805, 0.03036561608314514, 0.029088478535413742, 0.02557041496038437, 0.02301088161766529, 0.022215960547327995, 0.014121323823928833"
img171.png,1.5;,", [, ;, <0x0A>, The, A, (, 5, ., E","0.10942264646291733, 0.04386669769883156, 0.03796346113085747, 0.03796346113085747, 0.030984872952103615, 0.02810206077992916, 0.027237452566623688, 0.023756928741931915, 0.020965414121747017, 0.014075512997806072"
img172.png,1.5;,", [, ;, <0x0A>, (, The, 5, A, ., E","0.12211612612009048, 0.04220220446586609, 0.03553781658411026, 0.03417638689279556, 0.03027859888970852, 0.029809175059199333, 0.026825353503227234, 0.02471267431974411, 0.018873993307352066, 0.014814366586506367"
img173.png,1.5;,", ;, <0x0A>, [, The, (, 5, A, ., ,","0.11006579548120499, 0.044124528765678406, 0.03330694139003754, 0.032156337052583694, 0.03104548156261444, 0.02985614724457264, 0.02761242352426052, 0.023434357717633247, 0.022981097921729088, 0.01501261442899704"
img174.png,1.5;,", ;, <0x0A>, 5, (, [, The, ., A, E","0.09756246209144592, 0.045017682015895844, 0.03761368244886398, 0.032172687351703644, 0.03204725682735443, 0.0317978635430336, 0.02850341983139515, 0.022460155189037323, 0.021099362522363663, 0.01389145664870739"
img175.png,1.5;,", <0x0A>, ;, [, The, (, A, 5, ., E","0.10462891310453415, 0.04715994745492935, 0.041294630616903305, 0.03672820329666138, 0.030567921698093414, 0.02916811592876911, 0.025540456175804138, 0.022451501339673996, 0.02012539468705654, 0.01483953557908535"
img176.png,1.5;,", ;, <0x0A>, [, 5, (, The, A, ., E","0.11214188486337662, 0.048609912395477295, 0.039365507662296295, 0.03626520559191704, 0.03380288928747177, 0.02813325822353363, 0.026428749784827232, 0.020906861871480942, 0.020825354382395744, 0.013341222889721394"
img177.png,1.5;,", ;, [, <0x0A>, (, The, 5, ., A, E","0.100699283182621, 0.04433729127049446, 0.04132690280675888, 0.04132690280675888, 0.03205994516611099, 0.02742232382297516, 0.025760890915989876, 0.02282288298010826, 0.022556988522410393, 0.013896957039833069"
img178.png,1.5;,", <0x0A>, ;, (, [, 5, The, ., A, E","0.10389158129692078, 0.046101611107587814, 0.04052591696381569, 0.03372865915298462, 0.03256348893046379, 0.030830491334199905, 0.027636272832751274, 0.024484381079673767, 0.02127240039408207, 0.013680947944521904"
img179.png,1.5;,", <0x0A>, ;, [, 5, (, The, A, ., E","0.11229372769594193, 0.03880767524242401, 0.03865637257695198, 0.03204726055264473, 0.031061267480254173, 0.03046048991382122, 0.02895228937268257, 0.02505611814558506, 0.021431632339954376, 0.013676092028617859"
img180.png,1.5;,", ;, [, <0x0A>, (, The, 5, ., A, E","0.10215289145708084, 0.04568559676408768, 0.03787469118833542, 0.03670940920710564, 0.03265002369880676, 0.02644079551100731, 0.025627298280596733, 0.023516930639743805, 0.02200598269701004, 0.014208130538463593"
img181.png,1.5;,", ;, [, <0x0A>, (, The, 5, A, ., E","0.11522751301527023, 0.04619382321834564, 0.045123741030693054, 0.040448661893606186, 0.030176537111401558, 0.02834823541343212, 0.024629374966025352, 0.023685837164521217, 0.02090268023312092, 0.014996938407421112"
img182.png,1.5;,", ;, [, <0x0A>, The, (, A, 5, ., E","0.10181724280118942, 0.03879672288894653, 0.03687576204538345, 0.03687576204538345, 0.03154151141643524, 0.029979782178997993, 0.026046888902783394, 0.0249513890594244, 0.021258849650621414, 0.01361893117427826"
img183.png,1.5;,", <0x0A>, ;, [, (, The, 5, A, ., E","0.11466794461011887, 0.04284828528761864, 0.038408949971199036, 0.03722723200917244, 0.030862459912896156, 0.028766974806785583, 0.025091003626585007, 0.024129780009388924, 0.020478680729866028, 0.015763001516461372"
img184.png,1.5;,", ;, <0x0A>, [, (, The, 5, A, ., E","0.10580207407474518, 0.04274790361523628, 0.039690084755420685, 0.03176754340529442, 0.030910667032003403, 0.02926562912762165, 0.025327293202280998, 0.02315102145075798, 0.022264117375016212, 0.014601165428757668"
img185.png,1.5;,", ;, [, <0x0A>, The, (, A, 5, ., E","0.11122838407754898, 0.04221753403544426, 0.03843950107693672, 0.036822788417339325, 0.030289597809314728, 0.02856581285595894, 0.025406960397958755, 0.02396104484796524, 0.02106310799717903, 0.01419644895941019"
